loan_id,customer_id,age,gender,region,employment_type,loan_purpose,loan_amount,term_months,interest_rate,annual_income,issue_date,earliest_credit_line,fico_score,num_delinquencies_2yrs,open_credit_lines,revolving_utilization_pct,overdraft_count_6m,cashflow_volatility_score,monthly_installment,handled_by_employee_id,off_hours_access_flag,bulk_download_flag,loan_status,credit_history_months,dti_ratio,lti_ratio,fico_bucket,loan_status_group,default_flag,liquidity_proxy,cost_to_income_proxy,risk_segment,pca_1,pca_2
LN101986,CUST21986,47,Male,West,Salaried,Home,50000.0,120,11.58,208100.0,2024-09-17,2021-03-10,659,0,3,35.22,3,5895.01,705.27,EMP1002,0,0,Fully Paid,42,0.0407,0.2403,Fair,Good,0,0.6477999999999999,0.04053,Low-Risk,-0.17857835834244495,0.6206919933414367
LN101987,CUST21987,45,Female,North,Business Owner,Home,103600.0,60,13.54,214200.0,2024-08-05,2007-06-13,692,1,5,34.08,1,3932.98,2385.96,EMP1117,0,0,Current,206,0.1337,0.4837,Good,Good,0,0.6592,0.0473899999999999,Distressed,-0.16323231907849042,3.473734901241996
LN101988,CUST21988,32,Female,South,Salaried,Education,50000.0,60,9.53,795700.0,2024-12-16,2014-10-16,680,1,8,42.59,0,1192.94,1050.83,EMP1024,0,0,Current,122,0.0158,0.0628,Good,Good,0,0.5740999999999999,0.0333549999999999,Watch-list,0.047398180691482106,-1.1133936285325738
LN101989,CUST21989,44,Male,West,Salaried,Home,50000.0,36,14.54,430800.0,2023-11-12,2010-09-15,582,0,4,41.94,0,3948.25,1722.02,EMP1072,0,0,Fully Paid,158,0.048,0.1161,Fair,Good,0,0.5806,0.05089,Low-Risk,0.14093120804073525,-0.24256180980694528
LN101990,CUST21990,48,Female,South,Salaried,Credit Card Refinance,50000.0,120,9.76,451100.0,2025-06-26,2011-10-12,770,0,5,38.25,1,1290.34,654.13,EMP1087,0,0,Current,164,0.0174,0.1108,Very Good,Good,0,0.6174999999999999,0.0341599999999999,Low-Risk,-0.11570810695974033,-0.6692271267739861
LN101991,CUST21991,48,Male,North,Salaried,Business,50000.0,36,12.43,364300.0,2021-11-15,2015-09-02,673,0,6,66.76,3,4656.43,1671.0,EMP1067,0,0,Current,74,0.055,0.1372,Good,Good,0,0.3323999999999999,0.0435049999999999,Moderate-Risk,2.012541678304405,-0.13875293854405257
LN101992,CUST21992,53,Male,West,Salaried,Auto,50000.0,60,11.1,247100.0,2022-01-07,2005-12-04,783,1,6,55.52,1,7359.01,1089.62,EMP1069,0,0,Current,193,0.0529,0.2023,Very Good,Good,0,0.4448,0.0388499999999999,Moderate-Risk,1.1280885120967987,0.3090033684630403
LN101993,CUST21993,47,Male,South,Retired,Business,50000.0,12,12.02,671900.0,2025-02-23,2008-05-01,701,0,6,71.57,0,1629.65,4442.91,EMP1005,0,0,Fully Paid,202,0.0793,0.0744,Good,Good,0,0.2843000000000001,0.0420699999999999,Moderate-Risk,2.2408593226937907,-0.3869251993358057
LN101994,CUST21994,43,Male,North,Salaried,Home,50000.0,180,11.74,633400.0,2023-04-05,2012-06-20,765,0,5,30.95,1,708.39,591.75,EMP1111,0,0,Current,129,0.0112,0.0789,Very Good,Good,0,0.6905,0.04109,Low-Risk,-0.6442881733410288,-0.9122730792102088
LN101995,CUST21995,51,Male,North,Salaried,Personal,50000.0,180,11.4,300300.0,2023-12-27,2005-11-08,746,0,8,55.62,0,3343.64,580.92,EMP1066,0,0,Current,218,0.0232,0.1665,Very Good,Good,0,0.4438,0.0399,Moderate-Risk,1.123517841443071,-0.2676542986955872
LN101996,CUST21996,39,Female,South,Self-Employed,Credit Card Refinance,50000.0,84,9.98,956600.0,2025-03-16,2021-02-25,759,0,5,73.2,2,3767.97,829.54,EMP1081,0,0,Fully Paid,49,0.0104,0.0523,Very Good,Good,0,0.268,0.0349299999999999,Moderate-Risk,2.350221909022817,-1.3574661268656316
LN101997,CUST21997,30,Female,North,Salaried,Business,50000.0,48,9.37,666400.0,2022-01-26,2013-03-15,665,0,5,54.48,1,1457.56,1253.06,EMP1003,0,0,Fully Paid,106,0.0226,0.075,Fair,Good,0,0.4552,0.032795,Moderate-Risk,0.9984875577017343,-0.9660349945821842
LN101998,CUST21998,38,Male,West,Salaried,Auto,50000.0,24,12.51,276600.0,2025-04-19,2023-06-17,796,1,6,52.16,2,841.76,2365.6,EMP1028,0,0,Fully Paid,22,0.1026,0.1808,Very Good,Good,0,0.4784,0.0437849999999999,Moderate-Risk,0.9600329042198071,0.763129735459383
LN101999,CUST21999,31,Female,South,Salaried,Home,50000.0,48,11.67,377700.0,2023-05-23,2014-10-28,649,1,2,68.02,2,1338.68,1308.6,EMP1026,0,0,Current,103,0.0416,0.1324,Fair,Good,0,0.3198000000000001,0.040845,Moderate-Risk,1.979643027844817,-0.3880497807578748
LN102000,CUST22000,32,Female,West,Salaried,Home,50000.0,84,9.29,361400.0,2024-10-16,2004-11-11,703,0,4,35.33,1,4238.91,811.83,EMP1074,0,0,Current,239,0.027,0.1384,Good,Good,0,0.6467,0.0325149999999999,Low-Risk,-0.3116336286898561,-0.3440938183012753
LN102001,CUST22001,38,Female,North,Salaried,Personal,50000.0,60,12.6,525300.0,2022-05-31,2012-08-14,736,0,3,52.73,1,1576.72,1127.44,EMP1105,0,0,Current,118,0.0258,0.0952,Good,Good,0,0.4727,0.0441,Moderate-Risk,0.9184026390186193,-0.7276732665819948
LN102002,CUST22002,31,Female,East,Salaried,Personal,50000.0,48,10.02,201600.0,2023-05-31,2014-06-15,850,1,10,56.78,2,516.68,1268.61,EMP1038,0,0,Current,107,0.0755,0.248,Excellent,Good,0,0.4322,0.03507,Moderate-Risk,1.2970109061330723,0.8947408663612664
LN102003,CUST22003,36,Male,West,Salaried,Home,50000.0,120,16.48,300200.0,2022-05-20,2008-04-28,751,0,4,45.99,1,5862.26,852.58,EMP1070,0,0,Current,169,0.0341,0.1666,Very Good,Good,0,0.5401,0.0576799999999999,Moderate-Risk,0.5141282028631101,-0.014304298788893145
LN102004,CUST22004,21,Male,West,Self-Employed,Personal,74500.0,36,19.47,684800.0,2024-09-24,2022-10-23,645,0,4,26.62,1,2840.5,2748.61,EMP1035,0,1,Current,23,0.0482,0.1088,Fair,Good,0,0.7338,0.0681449999999999,Low-Risk,-0.876068226193093,-0.13917588148121685
LN102005,CUST22005,42,Female,East,Salaried,Business,50000.0,120,15.94,184800.0,2026-05-13,2018-08-25,697,0,5,14.04,0,2627.53,835.7,EMP1080,0,0,Current,93,0.0543,0.2706,Good,Good,0,0.8596,0.0557899999999999,Low-Risk,-1.7146159351064756,1.1439935282758888
LN102006,CUST22006,40,Male,Central,Business Owner,Personal,50000.0,48,15.77,396800.0,2025-05-05,2014-03-23,592,0,5,43.71,1,5249.76,1411.13,EMP1000,0,0,Current,133,0.0427,0.126,Fair,Good,0,0.5629,0.055195,Low-Risk,0.3087647104558658,-0.21342627888050533
LN102007,CUST22007,31,Male,South,Self-Employed,Home,50000.0,12,14.11,225400.0,2022-06-21,2012-04-13,775,0,3,68.92,2,1141.77,4491.94,EMP1060,0,0,Current,122,0.2391,0.2218,Very Good,Good,0,0.3107999999999999,0.049385,Distressed,2.351912164566847,2.596601603748116
LN102008,CUST22008,47,Male,East,Salaried,Credit Card Refinance,50000.0,84,10.83,731100.0,2024-11-18,2011-09-08,476,0,4,41.1,0,527.34,851.66,EMP1049,0,0,Current,158,0.014,0.0684,Poor,Good,0,0.589,0.037905,Low-Risk,-0.010303070608829259,-1.0299948256584677
LN102009,CUST22009,50,Male,Central,Retired,Auto,50000.0,120,6.5,534400.0,2024-11-13,2021-03-26,668,0,4,12.21,0,5036.08,567.74,EMP1104,0,0,Current,44,0.0127,0.0936,Fair,Good,0,0.8779,0.02275,Low-Risk,-2.0384306949271824,-0.7643388173073639
LN102010,CUST22010,22,Male,North,Salaried,Business,53000.0,48,8.22,197400.0,2024-03-28,2015-08-06,822,1,6,43.23,1,1563.56,1299.37,EMP1091,0,0,Current,104,0.079,0.2685,Excellent,Good,0,0.5677000000000001,0.02877,Watch-list,0.3055942220118327,1.1262272863500293
LN102011,CUST22011,31,Male,North,Salaried,Home,50000.0,48,9.33,249400.0,2025-01-31,2012-01-22,680,0,6,20.4,3,1327.28,1252.1,EMP1112,0,0,Current,156,0.0602,0.2005,Good,Good,0,0.796,0.0326549999999999,Low-Risk,-1.2447225324666467,0.5959289437072484
LN102012,CUST22012,31,Male,South,Salaried,Personal,50000.0,120,15.36,445800.0,2022-07-04,2015-10-13,711,1,1,72.97,0,8947.56,817.73,EMP1096,0,0,Current,81,0.022,0.1122,Good,Good,0,0.2703,0.0537599999999999,Moderate-Risk,2.2692135434880822,-0.7586576495003067
LN102013,CUST22013,29,Female,East,Self-Employed,Personal,50000.0,120,12.32,150000.0,2024-11-09,2012-03-22,602,0,4,15.33,0,2155.42,726.63,EMP1109,0,0,Fully Paid,152,0.0581,0.3333,Fair,Good,0,0.8467,0.04312,Low-Risk,-1.6200717506461955,1.5999127787372203
LN102014,CUST22014,49,Female,South,Salaried,Personal,77300.0,240,9.39,241600.0,2023-06-29,2004-04-19,766,0,1,57.55,1,4537.51,714.99,EMP1071,0,0,Current,230,0.0355,0.32,Very Good,Good,0,0.4245,0.032865,Moderate-Risk,1.380785287711583,0.9868281022164551
LN102015,CUST22015,37,Male,North,Salaried,Personal,50000.0,36,6.5,281200.0,2024-03-25,2005-07-26,620,1,1,41.76,0,1489.38,1532.45,EMP1036,0,0,Current,224,0.0654,0.1778,Fair,Good,0,0.5824,0.02275,Watch-list,0.06668698221511545,0.27407009273946115
LN102016,CUST22016,37,Male,South,Salaried,Auto,50000.0,60,18.92,896900.0,2025-01-09,2010-04-02,621,0,4,49.6,6,2651.91,1294.83,EMP1111,0,0,Fully Paid,177,0.0173,0.0557,Fair,Good,0,0.504,0.06622,Moderate-Risk,0.8500475863087884,-0.9704324023014194
LN102017,CUST22017,21,Male,East,Self-Employed,Personal,50000.0,120,13.21,322200.0,2025-02-17,2020-10-05,766,1,4,56.12,0,4430.95,752.76,EMP1109,0,0,Current,52,0.028,0.1552,Very Good,Good,0,0.4388000000000001,0.046235,Moderate-Risk,1.1016452035195994,-0.3101821644705476
LN102018,CUST22018,46,Male,South,Salaried,Personal,50000.0,48,14.41,635800.0,2023-12-26,2008-02-05,618,0,4,47.79,1,1695.8,1376.63,EMP1060,0,0,Fully Paid,191,0.026,0.0786,Fair,Good,0,0.5221,0.050435,Moderate-Risk,0.5529215386258465,-0.7971125345795822
LN102019,CUST22019,26,Male,South,Salaried,Home,50000.0,48,9.79,341100.0,2025-05-24,2015-12-01,584,1,9,27.77,1,450.66,1263.09,EMP1003,0,0,Current,114,0.0444,0.1466,Fair,Good,0,0.7222999999999999,0.0342649999999999,Watch-list,-0.9109662977710955,-0.07051695180248509
LN102020,CUST22020,40,Male,East,Salaried,Credit Card Refinance,50000.0,60,11.06,666300.0,2024-09-28,2005-09-03,617,0,4,28.27,0,1179.33,1088.62,EMP1002,0,0,Fully Paid,229,0.0196,0.075,Fair,Good,0,0.7173,0.03871,Low-Risk,-0.8877110811050622,-0.8474850051940224
LN102021,CUST22021,43,Female,Central,Business Owner,Business,50000.0,36,10.4,188400.0,2026-03-24,2013-08-14,692,0,5,22.87,2,511.27,1622.77,EMP1029,0,0,Current,151,0.1034,0.2654,Good,Good,0,0.7713,0.0364,Low-Risk,-1.0229741785653468,1.564617818972464
LN102022,CUST22022,54,Male,West,Salaried,Business,50000.0,24,11.71,297200.0,2022-08-03,2017-06-16,647,0,8,45.35,1,2244.88,2346.91,EMP1093,0,0,Current,62,0.0948,0.1682,Fair,Good,0,0.5465,0.040985,Moderate-Risk,0.4740642168648277,0.6328394389030998
LN102023,CUST22023,25,Male,West,Salaried,Education,50000.0,12,17.41,416600.0,2026-03-16,2019-04-11,798,0,10,55.32,0,1603.62,4569.97,EMP1007,0,0,Current,83,0.1316,0.12,Very Good,Good,0,0.4468,0.0609349999999999,Moderate-Risk,1.2048518342344006,0.7072877541793967
LN102024,CUST22024,21,Male,South,Business Owner,Home,50000.0,60,7.65,487900.0,2022-03-11,2015-02-19,682,1,6,20.52,0,4354.91,1005.47,EMP1046,0,0,Fully Paid,85,0.0247,0.1025,Good,Good,0,0.7948,0.0267749999999999,Watch-list,-1.4953034598277375,-0.6243846356755847
LN102025,CUST22025,42,Female,South,Salaried,Personal,50000.0,36,11.37,528700.0,2026-03-10,2019-12-11,599,1,6,38.72,0,3466.43,1645.71,EMP1032,0,0,Current,75,0.0374,0.0946,Fair,Good,0,0.6128,0.039795,Watch-list,-0.19218936402021972,-0.5837595855950479
LN102026,CUST22026,59,Female,South,Self-Employed,Business,50000.0,120,12.65,491900.0,2022-04-22,2006-08-27,558,1,6,12.23,0,2431.91,736.27,EMP1040,1,0,Current,188,0.018,0.1016,Poor,Good,0,0.8777,0.0442749999999999,Watch-list,-2.076222390643666,-0.5955653028045388
LN102027,CUST22027,53,Female,West,Retired,Home,57800.0,36,11.13,584400.0,2023-04-18,2015-11-26,738,1,6,16.73,0,4866.07,1895.86,EMP1010,0,0,Fully Paid,89,0.0389,0.0989,Good,Good,0,0.8327,0.038955,Watch-list,-1.7253405909333113,-0.4229376931102001
LN102028,CUST22028,42,Male,South,Business Owner,Personal,50000.0,36,14.69,439600.0,2023-12-19,2019-04-03,699,0,6,24.92,1,812.53,1725.69,EMP1042,0,0,Current,57,0.0471,0.1137,Good,Good,0,0.7508,0.0514149999999999,Low-Risk,-1.014872474202901,-0.1707042325429592
LN102029,CUST22029,34,Male,Central,Salaried,Auto,50000.0,240,6.5,486900.0,2025-09-18,2013-05-26,719,0,4,13.24,2,619.2,372.79,EMP1042,0,0,Current,148,0.0092,0.1027,Good,Good,0,0.8676,0.02275,Low-Risk,-1.8909009160921015,-0.7243471562734373
LN102030,CUST22030,48,Male,Central,Salaried,Home,50000.0,60,17.53,253400.0,2025-03-04,2015-05-08,652,0,6,72.72,1,5471.27,1256.92,EMP1057,0,1,Current,118,0.0595,0.1973,Fair,Good,0,0.2728,0.061355,Moderate-Risk,2.4346150685518246,0.3780784591014542
LN102031,CUST22031,29,Female,North,Salaried,Auto,50000.0,36,7.11,181700.0,2023-01-27,2021-08-27,690,0,4,32.86,0,1461.41,1546.37,EMP1034,0,0,Current,17,0.1021,0.2752,Good,Good,0,0.6714,0.0248849999999999,Distressed,-0.3961403645118276,1.5074344515567073
LN102032,CUST22032,45,Male,North,Business Owner,Credit Card Refinance,50000.0,120,7.88,239200.0,2023-12-08,2017-08-21,757,0,5,30.23,2,4342.57,603.47,EMP1033,0,0,Current,76,0.0303,0.209,Very Good,Good,0,0.6977,0.0275799999999999,Low-Risk,-0.597625421022862,0.2356179367643899
LN102033,CUST22033,45,Female,North,Retired,Education,50000.0,84,10.06,174900.0,2023-12-04,2022-03-15,680,1,0,13.08,1,3426.83,831.61,EMP1065,0,0,Current,21,0.0571,0.2859,Good,Good,0,0.8692,0.03521,Watch-list,-1.8449998811894126,1.1912931198430072
LN102034,CUST22034,51,Female,South,Salaried,Auto,50000.0,60,9.43,500500.0,2025-10-09,2010-03-18,605,1,4,60.36,1,5945.75,1048.38,EMP1071,0,0,Current,187,0.0251,0.0999,Fair,Good,0,0.3964,0.0330049999999999,Moderate-Risk,1.3539154612331599,-0.8164631250392419
LN102035,CUST22035,70,Female,North,Self-Employed,Personal,96800.0,120,12.86,741600.0,2024-02-12,2005-01-22,726,0,7,55.25,0,3998.39,1437.35,EMP1057,0,0,Current,229,0.0233,0.1305,Good,Good,0,0.4475,0.0450099999999999,Moderate-Risk,1.0825951688052842,-0.5126383230187325
LN102036,CUST22036,44,Male,Central,Business Owner,Auto,50000.0,12,12.49,262700.0,2023-07-23,2013-01-23,657,0,5,32.94,1,780.11,4453.91,EMP1003,0,0,Current,126,0.2035,0.1903,Fair,Good,0,0.6706000000000001,0.043715,Distressed,-0.2993047074625592,2.116477864577608
LN102037,CUST22037,34,Female,North,Salaried,Personal,50000.0,36,11.86,770400.0,2025-10-28,2014-03-25,742,0,6,36.53,1,610.16,1657.37,EMP1063,0,0,Current,139,0.0258,0.0649,Very Good,Good,0,0.6347,0.04151,Low-Risk,-0.2486119784246039,-0.8771433281737494
LN102038,CUST22038,39,Male,South,Salaried,Business,50000.0,120,6.96,567200.0,2021-09-11,2004-08-26,681,0,4,70.12,1,1445.04,579.51,EMP1082,0,0,Fully Paid,205,0.0123,0.0882,Good,Good,0,0.2987999999999999,0.0243599999999999,Moderate-Risk,2.092492709267168,-1.100883361296015
LN102039,CUST22039,21,Male,North,Salaried,Personal,82000.0,36,11.05,326300.0,2022-05-24,2021-01-13,736,0,5,65.18,0,4582.66,2686.52,EMP1103,0,0,Current,16,0.0988,0.2513,Good,Good,0,0.3481999999999999,0.038675,Moderate-Risk,1.9045538697530906,1.17256594438537
LN102040,CUST22040,32,Male,Central,Salaried,Education,50000.0,180,11.56,365100.0,2024-11-17,2020-10-19,712,0,3,74.79,1,3088.16,586.0,EMP1026,0,0,Fully Paid,49,0.0193,0.1369,Good,Good,0,0.2521,0.04046,Moderate-Risk,2.4881643031909313,-0.622323202032108
LN102041,CUST22041,35,Female,West,Business Owner,Personal,50000.0,24,15.44,817100.0,2023-09-08,2010-04-07,764,2,6,2.01,0,838.66,2434.8,EMP1028,0,0,Current,161,0.0358,0.0612,Very Good,Good,0,0.9799,0.0540399999999999,Watch-list,-2.829649693536525,-0.6382534648814582
LN102042,CUST22042,34,Male,Central,Business Owner,Personal,50000.0,36,12.14,150000.0,2023-09-16,2008-08-17,742,0,5,18.37,0,558.86,1664.06,EMP1009,0,0,Fully Paid,181,0.1331,0.3333,Very Good,Good,0,0.8163,0.04249,Distressed,-1.3261038499028865,2.437448910202449
LN102043,CUST22043,41,Male,Central,Salaried,Education,50000.0,48,12.72,815300.0,2025-11-25,2013-01-05,595,0,5,45.92,0,1285.82,1334.44,EMP1017,0,0,Current,155,0.0196,0.0613,Fair,Good,0,0.5408,0.04452,Moderate-Risk,0.3598852169776422,-1.020553703674162
LN102044,CUST22044,30,Male,East,Salaried,Business,50000.0,60,17.78,724200.0,2024-04-17,2005-06-18,558,0,4,70.26,2,3544.39,1263.69,EMP1071,0,0,Current,226,0.0209,0.069,Poor,Good,0,0.2974,0.06223,Moderate-Risk,2.176770555499372,-0.9910875835047226
LN102045,CUST22045,52,Female,South,Salaried,Education,50000.0,24,7.79,320000.0,2025-05-30,2016-12-17,674,1,4,59.84,1,585.3,2256.58,EMP1070,0,0,Fully Paid,101,0.0846,0.1562,Good,Good,0,0.4015999999999999,0.0272649999999999,Moderate-Risk,1.3967391848297943,0.26288226479297355
LN102046,CUST22046,40,Female,North,Self-Employed,Credit Card Refinance,50000.0,12,10.26,420400.0,2024-10-20,2013-04-07,719,0,7,57.62,1,1817.4,4401.84,EMP1029,0,0,Current,138,0.1256,0.1189,Good,Good,0,0.4238,0.03591,Moderate-Risk,1.340412115502246,0.5330880743969358
LN102047,CUST22047,39,Female,South,Self-Employed,Business,50000.0,240,7.87,1082400.0,2021-11-04,2002-09-08,632,1,7,11.33,0,3327.79,414.18,EMP1034,0,0,Current,230,0.0046,0.0462,Fair,Good,0,0.8867,0.027545,Watch-list,-2.19962624709861,-1.2208224530046532
LN102048,CUST22048,36,Male,West,Salaried,Business,50000.0,120,16.64,215300.0,2023-09-30,2005-08-31,708,1,9,49.58,1,4228.54,857.62,EMP1015,0,0,Current,217,0.0478,0.2322,Good,Good,0,0.5042,0.0582399999999999,Moderate-Risk,0.7427244864034916,0.579393803639806
LN102049,CUST22049,41,Male,North,Self-Employed,Business,50000.0,36,16.86,400300.0,2026-02-03,2024-07-05,706,0,2,27.54,2,2117.66,1779.15,EMP1007,0,0,Fully Paid,19,0.0533,0.1249,Good,Good,0,0.7246,0.0590099999999999,Low-Risk,-0.7719180130856464,0.007692259527014936
LN102050,CUST22050,49,Female,North,Salaried,Auto,50000.0,48,16.39,631600.0,2023-02-28,2015-06-23,675,0,6,12.0,1,718.27,1427.02,EMP1057,0,0,Current,92,0.0271,0.0792,Good,Good,0,0.88,0.057365,Low-Risk,-1.957947987132651,-0.564630515303486
LN102051,CUST22051,30,Male,East,Salaried,Personal,55600.0,48,13.25,496500.0,2021-07-30,2006-07-20,638,0,4,50.9,0,1606.82,1498.52,EMP1009,0,0,Current,180,0.0362,0.112,Fair,Good,0,0.491,0.046375,Moderate-Risk,0.7637985266691213,-0.4733974341846663
LN102052,CUST22052,32,Female,West,Retired,Personal,50000.0,120,12.72,455300.0,2025-08-09,2024-08-03,613,0,5,58.74,0,1434.88,738.32,EMP1043,0,0,Fully Paid,12,0.0195,0.1098,Fair,Good,0,0.4125999999999999,0.04452,Moderate-Risk,1.2972056826557747,-0.7290811267046626
LN102053,CUST22053,36,Female,West,Salaried,Personal,50000.0,60,10.03,1201700.0,2023-02-09,2005-09-22,841,0,4,48.85,1,1331.52,1063.09,EMP1090,0,0,Current,209,0.0106,0.0416,Excellent,Good,0,0.5115000000000001,0.035105,Moderate-Risk,0.6014672394697006,-1.3152290847301675
LN102054,CUST22054,25,Male,South,Salaried,Business,114500.0,120,13.96,240500.0,2022-06-04,2011-11-22,542,0,5,76.68,1,10461.14,1775.05,EMP1002,0,1,Fully Paid,126,0.0886,0.4761,Poor,Good,0,0.2331999999999999,0.04886,Distressed,2.8595337108038126,2.717616988646953
LN102055,CUST22055,30,Male,West,Salaried,Home,50000.0,180,7.4,246500.0,2022-04-30,2019-09-08,599,1,4,34.0,0,2928.54,460.67,EMP1093,0,0,Current,32,0.0224,0.2028,Fair,Good,0,0.6599999999999999,0.0259,Watch-list,-0.49983242123594696,0.021662693927416883
LN102056,CUST22056,34,Female,East,Salaried,Home,50000.0,60,7.39,150000.0,2022-12-27,2013-08-03,849,0,7,38.65,1,2865.39,999.29,EMP1052,0,0,Fully Paid,113,0.0799,0.3333,Excellent,Good,0,0.6134999999999999,0.0258649999999999,Distressed,0.0866007802871376,1.6660609400191724
LN102057,CUST22057,49,Male,North,Self-Employed,Business,50000.0,36,10.16,244400.0,2022-01-03,2011-08-28,612,0,0,15.49,0,3226.75,1617.12,EMP1041,0,0,Fully Paid,124,0.0794,0.2046,Fair,Good,0,0.8451,0.0355599999999999,Low-Risk,-1.6767503981402578,0.8563311662865406
LN102058,CUST22058,42,Male,West,Self-Employed,Home,50000.0,48,17.54,306900.0,2026-04-06,2018-04-19,643,0,7,23.3,1,1615.09,1456.76,EMP1014,0,0,Fully Paid,96,0.057,0.1629,Fair,Good,0,0.767,0.0613899999999999,Low-Risk,-1.0848922708126876,0.3558001771128454
LN102059,CUST22059,42,Female,Central,Business Owner,Auto,69700.0,120,9.86,527500.0,2026-02-08,2016-06-25,724,0,1,50.38,1,1752.62,915.7,EMP1103,0,0,Fully Paid,115,0.0208,0.1321,Good,Good,0,0.4962,0.0345099999999999,Moderate-Risk,0.751188154074861,-0.5342991690004224
LN102060,CUST22060,49,Male,North,Salaried,Auto,57300.0,60,10.29,750000.0,2025-10-06,2007-11-04,711,1,7,63.17,0,2254.19,1225.65,EMP1072,0,0,Current,215,0.0196,0.0764,Good,Good,0,0.3682999999999999,0.0360149999999999,Moderate-Risk,1.5233574552947926,-1.0680968101552406
LN102061,CUST22061,38,Female,South,Salaried,Business,50000.0,120,12.42,260400.0,2026-03-17,2019-01-21,708,0,2,32.78,2,1013.45,729.55,EMP1035,0,0,Fully Paid,86,0.0336,0.192,Good,Good,0,0.6721999999999999,0.04347,Low-Risk,-0.40453872218094244,0.19452706222684313
LN102062,CUST22062,44,Male,East,Salaried,Personal,50000.0,120,14.38,409000.0,2025-11-01,2006-08-05,777,3,1,43.23,0,5788.09,787.8,EMP1104,0,0,Current,231,0.0231,0.1222,Very Good,Good,0,0.5677000000000001,0.05033,Watch-list,0.03889473204059837,-0.5971311915518366
LN102063,CUST22063,38,Female,North,Self-Employed,Credit Card Refinance,64500.0,36,15.51,953400.0,2022-06-16,2008-05-31,617,1,3,70.01,2,1062.36,2252.06,EMP1008,0,0,Current,168,0.0283,0.0677,Fair,Good,0,0.2998999999999999,0.0542849999999999,Moderate-Risk,2.091095629399189,-0.9804061809080855
LN102064,CUST22064,42,Male,Central,Salaried,Auto,50000.0,48,7.91,399100.0,2022-01-27,2004-01-24,691,1,3,67.36,2,6193.15,1218.53,EMP1097,0,0,Fully Paid,216,0.0366,0.1253,Good,Good,0,0.3264,0.0276849999999999,Moderate-Risk,1.908781239870844,-0.5452122824515249
LN102065,CUST22065,33,Male,South,Business Owner,Business,50000.0,60,11.19,588500.0,2024-10-15,2019-10-28,676,1,0,65.11,1,841.59,1091.86,EMP1014,0,0,Fully Paid,60,0.0223,0.085,Good,Good,0,0.3489,0.039165,Moderate-Risk,1.7002049205643635,-0.9618946347697418
LN102066,CUST22066,21,Female,West,Salaried,Auto,50000.0,24,12.22,819500.0,2021-10-11,2011-06-11,622,0,6,52.67,1,2109.38,2358.81,EMP1046,0,0,Fully Paid,124,0.0345,0.061,Fair,Good,0,0.4732999999999999,0.0427699999999999,Moderate-Risk,0.882441722956416,-0.885954888066384
LN102067,CUST22067,38,Female,West,Salaried,Auto,50000.0,48,12.54,265300.0,2024-05-22,2012-08-27,686,2,4,77.78,0,4444.54,1329.99,EMP1108,0,0,Fully Paid,141,0.0602,0.1885,Good,Good,0,0.2221999999999999,0.0438899999999999,Moderate-Risk,2.594549670673573,0.14840446870046398
LN102068,CUST22068,55,Male,East,Salaried,Personal,50000.0,24,14.27,237200.0,2025-08-01,2022-12-19,716,0,5,65.63,1,1730.07,2407.03,EMP1085,0,0,Fully Paid,31,0.1218,0.2108,Good,Good,0,0.3437,0.0499449999999999,Moderate-Risk,1.9800019774025894,1.18433657650805
LN102069,CUST22069,50,Male,North,Retired,Home,50000.0,120,14.12,1079000.0,2023-02-12,2012-09-29,718,0,4,60.85,0,4127.93,779.94,EMP1016,0,0,Fully Paid,124,0.0087,0.0463,Good,Good,0,0.3914999999999999,0.0494199999999999,Moderate-Risk,1.4255086574171665,-1.3187632913181364
LN102070,CUST22070,50,Female,South,Salaried,Auto,50000.0,180,11.58,608400.0,2024-05-19,2007-01-14,749,1,6,59.0,3,5019.07,586.64,EMP1058,0,0,Fully Paid,208,0.0116,0.0822,Very Good,Good,0,0.41,0.04053,Moderate-Risk,1.3356324372589448,-1.0499882173727646
LN102071,CUST22071,53,Male,North,Salaried,Auto,50000.0,24,15.19,213200.0,2026-04-28,2024-05-02,677,2,1,32.27,2,3232.58,2428.85,EMP1032,0,0,Charged Off,24,0.1367,0.2345,Good,Bad,1,0.6773,0.053165,Watch-list,-0.45954675988627164,1.6606129447961835
LN102072,CUST22072,40,Female,South,Salaried,Home,50000.0,60,14.6,247400.0,2021-09-25,2008-07-16,614,0,9,23.94,2,3253.99,1179.02,EMP1034,0,0,Fully Paid,158,0.0572,0.2021,Fair,Good,0,0.7605999999999999,0.0510999999999999,Low-Risk,-1.0064729213813037,0.6166459826147409
LN102073,CUST22073,42,Female,South,Salaried,Business,50000.0,60,14.34,396200.0,2023-07-09,2003-09-30,590,1,3,57.02,0,2613.41,1172.24,EMP1016,0,0,Current,237,0.0355,0.1262,Fair,Good,0,0.4297999999999999,0.05019,Moderate-Risk,1.1354605888232694,-0.4277006009237623
LN102074,CUST22074,33,Female,West,Salaried,Auto,50000.0,84,9.81,952200.0,2023-06-12,2012-06-07,650,1,4,55.36,3,501.25,825.16,EMP1002,0,0,Fully Paid,132,0.0104,0.0525,Fair,Good,0,0.4464,0.034335,Moderate-Risk,1.0350652646404808,-1.28776184073161
