loan_id,customer_id,age,gender,region,employment_type,loan_purpose,loan_amount,term_months,interest_rate,annual_income,issue_date,earliest_credit_line,fico_score,num_delinquencies_2yrs,open_credit_lines,revolving_utilization_pct,overdraft_count_6m,cashflow_volatility_score,monthly_installment,handled_by_employee_id,off_hours_access_flag,bulk_download_flag,loan_status,credit_history_months,dti_ratio,lti_ratio,fico_bucket,loan_status_group,default_flag,liquidity_proxy,cost_to_income_proxy
LN100689,CUST20689,44,Male,West,Salaried,Credit Card Refinance,50000.0,180,15.05,542200.0,2024-09-03,2021-01-04,733,0,7,55.17,3,1146.72,701.51,EMP1007,0,0,Current,44,0.0155,0.0922,Good,Good,0,0.44830000000000003,0.05267499999999999
LN100690,CUST20690,36,Male,Central,Business Owner,Education,50000.0,12,12.13,165300.0,2024-08-19,2008-05-22,628,0,6,14.64,1,848.56,4445.48,EMP1095,0,0,Current,195,0.3227,0.3025,Fair,Good,0,0.8536,0.042455
LN100691,CUST20691,52,Male,East,Retired,Personal,50000.0,48,6.5,619500.0,2022-09-09,2007-11-15,608,1,6,41.19,2,585.24,1185.75,EMP1112,0,0,Current,178,0.023,0.0807,Fair,Good,0,0.5881000000000001,0.02275
LN100692,CUST20692,28,Male,South,Salaried,Business,50000.0,60,8.36,310500.0,2021-11-29,2009-09-23,680,0,8,22.32,1,2334.3,1022.46,EMP1041,0,0,Current,146,0.0395,0.161,Good,Good,0,0.7767999999999999,0.029259999999999994
LN100693,CUST20693,46,Male,Central,Self-Employed,Personal,50000.0,60,12.85,331000.0,2023-05-07,2005-06-29,781,1,7,40.53,0,4202.83,1133.82,EMP1062,1,0,Fully Paid,214,0.0411,0.1511,Very Good,Good,0,0.5947,0.044975
LN100694,CUST20694,46,Male,East,Self-Employed,Home,50000.0,60,9.39,539900.0,2024-01-20,2011-01-30,709,3,1,73.68,1,4906.28,1047.41,EMP1040,0,0,Current,156,0.0233,0.0926,Good,Good,0,0.2631999999999999,0.032865
LN100695,CUST20695,36,Female,Central,Salaried,Auto,54700.0,48,7.13,812600.0,2022-10-12,2011-10-19,732,0,4,38.81,2,675.28,1313.16,EMP1102,0,0,Current,132,0.0194,0.0673,Good,Good,0,0.6119,0.024954999999999998
LN100696,CUST20696,43,Male,North,Salaried,Personal,50000.0,36,10.68,177400.0,2021-07-31,2011-01-17,598,0,4,84.75,3,4308.32,1629.37,EMP1044,0,0,Current,126,0.1102,0.2818,Fair,Good,0,0.15249999999999997,0.03738
LN100697,CUST20697,26,Female,South,Salaried,Credit Card Refinance,50000.0,12,6.5,456600.0,2026-01-07,2013-04-19,722,2,4,47.6,1,1356.42,4314.82,EMP1094,0,0,Current,153,0.1134,0.1095,Good,Good,0,0.524,0.02275
LN100698,CUST20698,50,Female,Central,Self-Employed,Education,50000.0,24,9.57,1323100.0,2023-04-05,2012-06-14,722,0,1,7.4,1,4824.91,2297.34,EMP1010,0,0,Fully Paid,130,0.0208,0.0378,Good,Good,0,0.9259999999999999,0.033495
LN100699,CUST20699,37,Male,South,Self-Employed,Business,50000.0,84,10.14,241700.0,2023-09-21,2017-07-18,708,0,7,59.23,0,3451.85,833.68,EMP1069,1,0,Current,74,0.0414,0.2069,Good,Good,0,0.40770000000000006,0.03549
LN100700,CUST20700,34,Female,Central,Salaried,Business,50000.0,36,12.49,396200.0,2023-06-17,2004-05-07,787,0,4,42.83,2,4426.88,1672.44,EMP1041,0,0,Current,229,0.0507,0.1262,Very Good,Good,0,0.5717000000000001,0.043715
LN100701,CUST20701,51,Male,Central,Salaried,Auto,50000.0,120,13.25,315300.0,2026-04-22,2007-02-12,531,0,3,35.48,1,2570.89,753.94,EMP1015,0,0,Fully Paid,230,0.0287,0.1586,Poor,Good,0,0.6452,0.046375
LN100702,CUST20702,32,Female,Central,Business Owner,Education,50000.0,48,12.71,651400.0,2021-10-14,2017-08-14,668,0,3,53.03,1,3488.78,1334.19,EMP1085,0,0,Current,50,0.0246,0.0768,Fair,Good,0,0.4697,0.044485000000000004
LN100703,CUST20703,24,Male,East,Salaried,Home,50000.0,48,14.37,222400.0,2026-01-01,2014-12-06,776,0,5,59.54,1,2226.89,1375.62,EMP1097,0,0,Fully Paid,133,0.0742,0.2248,Very Good,Good,0,0.40459999999999996,0.05029499999999999
LN100704,CUST20704,22,Male,West,Self-Employed,Personal,50000.0,120,10.96,186500.0,2024-12-04,2008-12-08,607,1,8,26.88,3,1447.11,687.62,EMP1018,0,0,Fully Paid,192,0.0442,0.2681,Fair,Good,0,0.7312000000000001,0.03836
LN100705,CUST20705,46,Female,Central,Salaried,Business,50000.0,24,6.84,699100.0,2024-12-21,2022-12-08,722,0,2,65.73,0,4025.79,2235.0,EMP1027,0,0,Fully Paid,24,0.0384,0.0715,Good,Good,0,0.3427,0.02394
LN100706,CUST20706,25,Female,West,Business Owner,Personal,50000.0,24,11.64,504500.0,2022-11-12,2019-07-10,648,0,5,29.95,0,1668.12,2345.28,EMP1029,1,0,Fully Paid,40,0.0558,0.0991,Fair,Good,0,0.7005,0.04074
LN100707,CUST20707,59,Female,East,Business Owner,Business,50000.0,240,8.7,230400.0,2023-03-02,2011-10-28,685,1,6,70.01,2,4040.44,440.26,EMP1026,1,0,Charged Off,136,0.0229,0.217,Good,Bad,1,0.29989999999999994,0.030449999999999994
LN100708,CUST20708,21,Female,Central,Salaried,Auto,60200.0,48,7.16,426100.0,2026-02-12,2024-07-31,611,1,4,69.98,0,1264.21,1446.04,EMP1102,0,0,Fully Paid,18,0.0407,0.1413,Fair,Good,0,0.3001999999999999,0.02506
LN100709,CUST20709,58,Male,West,Salaried,Education,50000.0,24,13.35,218600.0,2025-09-10,2008-11-17,827,0,2,17.84,0,4107.38,2385.32,EMP1057,0,0,Current,202,0.1309,0.2287,Excellent,Good,0,0.8216,0.046725
LN100710,CUST20710,42,Male,Central,Salaried,Home,52800.0,24,6.98,734700.0,2024-11-14,2007-04-18,605,0,4,47.97,0,429.27,2363.51,EMP1036,0,0,Fully Paid,211,0.0386,0.0719,Fair,Good,0,0.5203,0.02443
LN100711,CUST20711,38,Male,North,Salaried,Personal,50000.0,120,13.68,515600.0,2023-01-02,2008-01-10,671,1,3,20.76,0,1456.86,766.74,EMP1074,0,0,Current,180,0.0178,0.097,Good,Good,0,0.7924,0.04788
LN100712,CUST20712,34,Female,North,Salaried,Personal,50000.0,60,7.37,298600.0,2021-11-30,2005-04-20,663,1,9,34.48,0,3526.91,998.81,EMP1065,0,0,Fully Paid,199,0.0401,0.1674,Fair,Good,0,0.6552,0.025795
LN100713,CUST20713,44,Female,South,Self-Employed,Personal,50000.0,24,10.57,321600.0,2024-11-20,2011-02-19,749,0,8,20.27,1,6878.58,2320.42,EMP1003,0,0,Fully Paid,165,0.0866,0.1555,Very Good,Good,0,0.7973,0.036995
LN100714,CUST20714,39,Male,South,Salaried,Home,50000.0,120,9.7,343700.0,2023-11-14,2020-03-06,684,0,4,29.14,0,3224.5,652.48,EMP1051,0,0,Fully Paid,44,0.0228,0.1455,Good,Good,0,0.7086,0.033949999999999994
LN100715,CUST20715,52,Male,West,Salaried,Auto,50000.0,48,15.14,244900.0,2024-08-11,2023-01-17,577,0,6,51.03,0,4470.26,1395.09,EMP1114,0,0,Fully Paid,19,0.0684,0.2042,Poor,Good,0,0.4897,0.05299
LN100716,CUST20716,41,Female,North,Self-Employed,Education,50000.0,240,13.4,924500.0,2023-08-15,2006-07-09,638,1,3,62.25,1,3523.23,600.09,EMP1072,0,0,Fully Paid,205,0.0078,0.0541,Fair,Good,0,0.37749999999999995,0.0469
LN100717,CUST20717,41,Male,Central,Self-Employed,Personal,50000.0,36,8.86,838800.0,2023-05-17,2008-12-12,539,1,8,70.75,0,3022.55,1586.73,EMP1087,1,0,Current,173,0.0227,0.0596,Poor,Good,0,0.2925,0.031009999999999996
LN100718,CUST20718,36,Female,South,Salaried,Personal,50000.0,48,11.0,354800.0,2023-11-27,2015-05-05,684,0,2,53.02,0,3015.2,1292.28,EMP1077,0,0,Current,103,0.0437,0.1409,Good,Good,0,0.4698,0.0385
LN100719,CUST20719,39,Female,South,Self-Employed,Personal,84900.0,24,15.75,372100.0,2024-07-13,2008-05-27,795,1,2,38.95,1,2254.69,4146.83,EMP1008,0,0,Current,194,0.1337,0.2282,Very Good,Good,0,0.6105,0.05512499999999999
LN100720,CUST20720,43,Female,South,Self-Employed,Credit Card Refinance,50000.0,48,16.28,238600.0,2022-02-25,2020-02-22,667,0,5,36.7,0,867.83,1424.19,EMP1063,0,0,Current,24,0.0716,0.2096,Fair,Good,0,0.633,0.056979999999999996
LN100721,CUST20721,21,Male,East,Self-Employed,Credit Card Refinance,50000.0,24,7.12,405000.0,2022-07-13,2015-06-23,702,1,3,40.33,2,2815.18,2241.35,EMP1116,0,0,Current,85,0.0664,0.1235,Good,Good,0,0.5967,0.024919999999999998
LN100722,CUST20722,25,Male,North,Salaried,Auto,50000.0,36,15.71,579000.0,2021-07-30,2014-02-02,751,2,9,69.01,2,3834.05,1750.7,EMP1011,0,0,Current,90,0.0363,0.0864,Very Good,Good,0,0.30989999999999995,0.054985
LN100723,CUST20723,48,Male,North,Salaried,Auto,85500.0,36,15.47,847200.0,2024-06-01,2021-06-05,635,0,3,22.05,0,3892.09,2983.6,EMP1028,0,0,Fully Paid,36,0.0423,0.1009,Fair,Good,0,0.7795,0.054145
LN100724,CUST20724,41,Male,West,Business Owner,Personal,50000.0,36,12.07,270300.0,2026-03-25,2011-02-24,751,0,3,45.28,2,1064.66,1662.39,EMP1029,0,0,Current,181,0.0738,0.185,Very Good,Good,0,0.5471999999999999,0.042245
LN100725,CUST20725,37,Female,North,Business Owner,Home,50000.0,240,11.21,175100.0,2023-04-06,2007-07-02,804,0,5,56.09,0,1487.56,523.26,EMP1074,0,0,Current,189,0.0359,0.2856,Excellent,Good,0,0.43909999999999993,0.039235
LN100726,CUST20726,40,Male,South,Self-Employed,Auto,50000.0,12,9.74,254200.0,2022-08-15,2010-07-20,564,0,2,55.63,0,6036.37,4389.75,EMP1040,0,0,Current,145,0.2072,0.1967,Poor,Good,0,0.4437,0.034089999999999995
LN100727,CUST20727,43,Female,West,Salaried,Auto,50000.0,48,7.49,600700.0,2021-11-16,2012-12-11,753,0,4,53.18,0,1333.37,1208.71,EMP1116,0,0,Fully Paid,107,0.0241,0.0832,Very Good,Good,0,0.46819999999999995,0.026215000000000002
LN100728,CUST20728,34,Male,North,Self-Employed,Auto,73800.0,60,12.58,425500.0,2026-05-14,2013-11-04,583,0,3,19.67,1,2206.5,1663.35,EMP1078,0,0,Fully Paid,150,0.0469,0.1734,Fair,Good,0,0.8033,0.04402999999999999
LN100729,CUST20729,31,Male,South,Business Owner,Personal,64800.0,60,10.96,763600.0,2022-02-26,2004-02-06,629,2,5,65.46,2,1327.06,1407.62,EMP1112,0,0,Fully Paid,217,0.0221,0.0849,Fair,Good,0,0.34540000000000004,0.03836
LN100730,CUST20730,42,Male,North,Salaried,Auto,50000.0,84,12.89,452600.0,2023-11-30,2016-02-14,753,0,8,32.28,1,5750.73,906.61,EMP1042,1,0,Current,93,0.024,0.1105,Very Good,Good,0,0.6772,0.045115
LN100731,CUST20731,29,Female,South,Salaried,Home,50000.0,84,12.97,1075900.0,2024-08-07,2017-04-03,700,0,8,18.36,3,3505.93,908.78,EMP1047,0,0,Fully Paid,88,0.0101,0.0465,Good,Good,0,0.8164,0.045395
LN100732,CUST20732,44,Female,West,Self-Employed,Business,50000.0,180,19.56,185000.0,2025-05-05,2012-07-09,680,1,4,34.73,3,2105.31,861.94,EMP1095,0,0,Current,154,0.0559,0.2703,Good,Good,0,0.6527000000000001,0.06846
LN100733,CUST20733,21,Male,North,Business Owner,Business,50000.0,84,15.33,150000.0,2022-06-22,2008-06-29,825,0,6,44.55,3,2455.62,974.12,EMP1066,1,0,Fully Paid,168,0.0779,0.3333,Excellent,Good,0,0.5545,0.053654999999999994
LN100734,CUST20734,51,Female,Central,Salaried,Business,50000.0,120,13.25,931200.0,2024-08-27,2014-12-19,658,0,8,57.95,3,885.74,753.94,EMP1020,0,0,Charged Off,116,0.0097,0.0537,Fair,Bad,1,0.4205,0.046375
LN100735,CUST20735,45,Male,Central,Self-Employed,Auto,50000.0,48,6.5,285600.0,2023-06-27,2006-03-02,680,0,3,11.02,0,3950.93,1185.75,EMP1017,1,0,Current,208,0.0498,0.1751,Good,Good,0,0.8898,0.02275
LN100736,CUST20736,42,Male,North,Self-Employed,Home,50000.0,60,12.76,477200.0,2023-12-09,2016-04-01,660,0,5,57.33,0,438.28,1131.52,EMP1047,0,0,Fully Paid,92,0.0285,0.1048,Fair,Good,0,0.42669999999999997,0.04465999999999999
LN100737,CUST20737,50,Male,Central,Self-Employed,Home,65600.0,48,16.56,476400.0,2025-02-21,2011-12-23,709,1,5,24.49,0,1438.07,1877.99,EMP1010,0,0,Current,158,0.0473,0.1377,Good,Good,0,0.7551,0.05796
LN100738,CUST20738,58,Male,South,Self-Employed,Auto,50000.0,36,10.13,529500.0,2022-08-07,2008-12-02,711,0,4,25.94,0,3382.44,1616.41,EMP1058,0,1,Fully Paid,164,0.0366,0.0944,Good,Good,0,0.7405999999999999,0.035455
LN100739,CUST20739,51,Female,North,Self-Employed,Home,50000.0,36,18.51,340900.0,2024-12-21,2018-05-18,685,1,7,69.14,1,603.74,1820.44,EMP1027,1,0,Current,79,0.0641,0.1467,Good,Good,0,0.3086,0.064785
LN100740,CUST20740,21,Male,North,Salaried,Business,50000.0,36,13.24,262100.0,2022-08-08,2021-03-31,587,0,7,49.86,1,751.57,1690.48,EMP1037,0,0,Current,16,0.0774,0.1908,Fair,Good,0,0.5014000000000001,0.04633999999999999
LN100741,CUST20741,25,Male,South,Salaried,Credit Card Refinance,50000.0,36,12.44,250800.0,2024-06-07,2007-09-28,698,0,7,7.61,0,6673.26,1671.24,EMP1020,1,0,Current,200,0.08,0.1994,Good,Good,0,0.9238999999999999,0.043539999999999995
LN100742,CUST20742,33,Male,East,Self-Employed,Business,50000.0,48,8.33,616600.0,2026-04-09,2016-02-11,642,1,3,37.24,0,1814.57,1228.41,EMP1065,0,0,Current,122,0.0239,0.0811,Fair,Good,0,0.6275999999999999,0.029154999999999997
LN100743,CUST20743,40,Female,South,Salaried,Education,50000.0,36,16.31,676300.0,2022-09-12,2019-11-21,650,0,5,23.34,1,5186.62,1765.51,EMP1040,0,0,Default,34,0.0313,0.0739,Fair,Bad,1,0.7666,0.057085
LN100744,CUST20744,45,Male,West,Self-Employed,Personal,50000.0,48,8.84,385600.0,2022-01-22,2002-11-18,718,0,3,14.56,0,2434.24,1240.46,EMP1013,0,0,Current,230,0.0386,0.1297,Good,Good,0,0.8544,0.030939999999999995
LN100745,CUST20745,32,Female,West,Self-Employed,Business,50000.0,180,9.69,318600.0,2025-11-01,2019-03-18,714,0,2,61.08,0,1055.91,527.86,EMP1117,0,0,Fully Paid,80,0.0199,0.1569,Good,Good,0,0.3892,0.033915
LN100746,CUST20746,42,Male,South,Salaried,Credit Card Refinance,93500.0,48,6.5,604900.0,2023-08-01,2013-07-29,630,0,4,85.83,0,1375.29,2217.35,EMP1014,0,0,Current,120,0.044,0.1546,Fair,Good,0,0.14170000000000005,0.02275
LN100747,CUST20747,31,Male,West,Self-Employed,Personal,50000.0,36,14.37,195900.0,2026-01-25,2015-11-17,694,0,8,28.11,0,595.61,1717.88,EMP1098,0,0,Fully Paid,122,0.1052,0.2552,Good,Good,0,0.7189,0.05029499999999999
LN100748,CUST20748,33,Female,Central,Salaried,Home,61900.0,36,13.38,1292800.0,2022-05-25,2014-05-11,681,0,5,44.93,0,1201.77,2097.0,EMP1100,0,0,Charged Off,96,0.0195,0.0479,Good,Bad,1,0.5507,0.04683
LN100749,CUST20749,24,Male,North,Salaried,Home,50000.0,120,11.53,567400.0,2021-08-18,2017-10-02,623,0,4,32.68,3,1947.03,703.84,EMP1008,0,0,Current,47,0.0149,0.0881,Fair,Good,0,0.6732,0.040354999999999995
LN100750,CUST20750,29,Female,South,Salaried,Personal,119600.0,180,13.87,405300.0,2024-01-07,2009-08-24,627,0,3,4.25,0,3804.62,1582.33,EMP1036,0,0,Current,172,0.0468,0.2951,Fair,Good,0,0.9575,0.04854499999999999
LN100751,CUST20751,25,Male,East,Business Owner,Auto,56400.0,120,13.57,698300.0,2024-11-24,2020-03-10,629,0,5,51.19,1,3005.46,861.18,EMP1114,0,0,Current,57,0.0148,0.0808,Fair,Good,0,0.4881,0.047495
LN100752,CUST20752,29,Female,East,Salaried,Credit Card Refinance,50000.0,36,10.33,625800.0,2022-04-27,2008-05-14,679,0,5,90.26,3,1176.84,1621.12,EMP1013,0,0,Fully Paid,167,0.0311,0.0799,Good,Good,0,0.09739999999999993,0.036155
LN100753,CUST20753,51,Male,East,Self-Employed,Personal,50000.0,36,8.99,503500.0,2023-11-23,2007-09-01,660,0,8,31.12,0,5132.9,1589.75,EMP1003,0,0,Current,195,0.0379,0.0993,Fair,Good,0,0.6888,0.031465
LN100754,CUST20754,29,Female,South,Salaried,Education,50000.0,240,6.5,156400.0,2024-03-29,2022-10-21,693,0,4,87.38,1,884.38,372.79,EMP1090,1,0,Fully Paid,17,0.0286,0.3197,Good,Good,0,0.1262000000000001,0.02275
LN100755,CUST20755,68,Male,West,Salaried,Home,50000.0,36,10.93,554600.0,2025-04-24,2010-06-03,622,0,2,17.63,1,843.84,1635.28,EMP1101,0,0,Current,179,0.0354,0.0902,Fair,Good,0,0.8237,0.038255
LN100756,CUST20756,45,Male,West,Salaried,Personal,50000.0,24,7.31,985300.0,2023-06-07,2010-04-27,668,1,6,15.11,0,1950.82,2245.66,EMP1015,0,0,Default,157,0.0273,0.0507,Fair,Bad,1,0.8489,0.025584999999999997
LN100757,CUST20757,42,Male,East,Self-Employed,Personal,50000.0,36,12.02,326000.0,2023-06-24,2018-10-06,673,0,6,53.61,0,5141.07,1661.19,EMP1039,0,0,Current,57,0.0611,0.1534,Good,Good,0,0.4639,0.042069999999999996
LN100758,CUST20758,30,Male,North,Salaried,Education,113900.0,240,10.99,749600.0,2025-02-21,2012-05-14,701,0,5,17.16,2,1924.89,1174.89,EMP1035,0,0,Current,153,0.0188,0.1519,Good,Good,0,0.8284,0.038465
LN100759,CUST20759,47,Male,East,Salaried,Auto,50000.0,48,10.21,705700.0,2025-05-23,2016-05-27,775,0,3,72.31,1,3229.32,1273.18,EMP1045,0,0,Current,108,0.0216,0.0709,Very Good,Good,0,0.2768999999999999,0.035735
LN100760,CUST20760,33,Male,South,Self-Employed,Credit Card Refinance,50000.0,180,14.85,520100.0,2024-04-16,2021-09-08,749,0,5,36.36,1,1629.0,694.66,EMP1009,0,0,Fully Paid,31,0.016,0.0961,Very Good,Good,0,0.6364000000000001,0.05197499999999999
LN100761,CUST20761,41,Female,East,Salaried,Education,50000.0,24,8.34,485800.0,2024-03-26,2013-04-17,675,1,3,43.21,0,2963.17,2269.13,EMP1001,0,0,Fully Paid,131,0.0561,0.1029,Good,Good,0,0.5679000000000001,0.029189999999999997
LN100762,CUST20762,68,Female,Central,Salaried,Education,50000.0,84,6.5,601900.0,2025-10-17,2006-04-26,576,0,5,30.55,1,4330.62,742.47,EMP1008,0,0,Fully Paid,234,0.0148,0.0831,Poor,Good,0,0.6945,0.02275
LN100763,CUST20763,38,Female,East,Salaried,Credit Card Refinance,50000.0,12,10.78,556100.0,2025-01-29,2011-10-06,646,0,3,1.88,1,2635.96,4413.95,EMP1032,0,0,Current,160,0.0952,0.0899,Fair,Good,0,0.9812,0.03772999999999999
LN100764,CUST20764,52,Female,North,Salaried,Credit Card Refinance,50000.0,24,9.13,1251600.0,2025-08-22,2018-05-14,739,0,5,57.44,3,4182.45,2287.22,EMP1049,0,0,Fully Paid,87,0.0219,0.0399,Good,Good,0,0.4256,0.031955
LN100765,CUST20765,32,Male,South,Self-Employed,Home,50000.0,60,11.89,752900.0,2022-01-18,2010-05-09,676,0,10,13.35,0,735.91,1109.45,EMP1064,0,0,Current,140,0.0177,0.0664,Good,Good,0,0.8665,0.041615
LN100766,CUST20766,39,Male,West,Salaried,Business,59900.0,48,8.58,652700.0,2026-01-21,2011-01-19,598,2,9,34.14,2,1524.52,1478.7,EMP1032,0,0,Current,180,0.0272,0.0918,Fair,Good,0,0.6586000000000001,0.030029999999999998
LN100767,CUST20767,59,Male,West,Salaried,Home,65300.0,60,12.85,791300.0,2022-02-27,2018-03-12,666,0,3,35.08,0,1988.46,1480.77,EMP1014,0,0,Current,48,0.0225,0.0825,Fair,Good,0,0.6492,0.044975
LN100768,CUST20768,33,Female,East,Business Owner,Personal,50000.0,240,8.39,653000.0,2023-11-10,2012-10-26,649,1,8,20.3,2,3249.09,430.44,EMP1090,0,0,Current,132,0.0079,0.0766,Fair,Good,0,0.7969999999999999,0.029365
LN100769,CUST20769,59,Male,South,Business Owner,Home,50000.0,12,8.35,150000.0,2023-03-12,2012-07-27,761,0,4,37.35,1,1222.33,4357.52,EMP1028,0,0,Fully Paid,127,0.3486,0.3333,Very Good,Good,0,0.6265000000000001,0.029224999999999994
LN100770,CUST20770,47,Male,East,Business Owner,Personal,50000.0,24,13.47,414900.0,2021-12-10,2013-10-17,642,1,2,43.25,0,4488.07,2388.14,EMP1117,0,0,Fully Paid,98,0.0691,0.1205,Fair,Good,0,0.5675,0.047145
LN100771,CUST20771,33,Female,East,Business Owner,Personal,50000.0,60,11.35,314700.0,2024-08-24,2009-06-19,706,0,4,55.39,3,1048.18,1095.87,EMP1080,0,1,Current,182,0.0418,0.1589,Good,Good,0,0.44609999999999994,0.039724999999999996
LN100772,CUST20772,46,Male,Central,Self-Employed,Personal,50000.0,120,7.7,529900.0,2023-01-05,2011-04-15,724,0,3,54.88,0,8543.46,598.74,EMP1110,0,0,Fully Paid,141,0.0136,0.0944,Good,Good,0,0.45119999999999993,0.026949999999999998
LN100773,CUST20773,50,Female,West,Self-Employed,Education,50000.0,84,8.45,325700.0,2023-03-01,2008-11-23,680,2,8,29.58,1,4290.74,790.57,EMP1034,0,1,Current,171,0.0291,0.1535,Good,Good,0,0.7041999999999999,0.029574999999999994
LN100774,CUST20774,46,Female,West,Self-Employed,Personal,50000.0,48,10.31,612400.0,2021-08-17,2009-04-25,631,0,7,66.78,0,10330.13,1275.59,EMP1096,0,0,Fully Paid,148,0.025,0.0816,Fair,Good,0,0.33219999999999994,0.036085
LN100775,CUST20775,22,Male,East,Self-Employed,Auto,50000.0,84,7.84,350900.0,2026-03-12,2010-05-15,652,1,4,35.69,0,4484.79,775.33,EMP1089,1,0,Fully Paid,190,0.0265,0.1425,Fair,Good,0,0.6431,0.027439999999999996
LN100776,CUST20776,32,Male,South,Self-Employed,Business,50000.0,24,10.58,1125500.0,2024-03-17,2011-03-05,688,0,6,85.23,1,1817.96,2320.65,EMP1060,0,0,Current,156,0.0247,0.0444,Good,Good,0,0.14769999999999994,0.03703
LN100777,CUST20777,37,Male,West,Salaried,Personal,50000.0,12,10.69,1096400.0,2021-08-15,2007-10-03,641,0,2,20.5,1,607.94,4411.86,EMP1089,0,0,Fully Paid,166,0.0483,0.0456,Fair,Good,0,0.795,0.037415
LN100778,CUST20778,39,Female,East,Business Owner,Personal,68100.0,60,8.57,199600.0,2024-10-29,2019-07-20,590,1,4,80.9,0,2607.32,1399.47,EMP1036,0,0,Fully Paid,63,0.0841,0.3412,Fair,Good,0,0.19099999999999995,0.029994999999999997
LN100779,CUST20779,46,Male,Central,Self-Employed,Credit Card Refinance,50000.0,120,13.58,528400.0,2021-09-26,2004-09-04,614,1,3,85.28,3,2209.19,763.76,EMP1046,0,0,Current,205,0.0173,0.0946,Fair,Good,0,0.1472,0.047529999999999996
LN100780,CUST20780,41,Female,South,Business Owner,Auto,53600.0,48,8.23,343200.0,2022-06-17,2018-07-06,741,1,3,24.95,2,2693.21,1314.33,EMP1088,0,0,Fully Paid,47,0.046,0.1562,Very Good,Good,0,0.7505,0.028804999999999997
LN100781,CUST20781,25,Female,North,Salaried,Personal,50000.0,60,15.49,508200.0,2024-10-09,2017-04-28,814,0,3,25.6,2,818.8,1202.4,EMP1077,0,0,Fully Paid,89,0.0284,0.0984,Excellent,Good,0,0.744,0.054215
LN100782,CUST20782,44,Male,West,Salaried,Education,50000.0,48,10.8,610900.0,2026-04-11,2008-05-22,699,1,2,41.58,1,2768.09,1287.43,EMP1075,0,0,Current,215,0.0253,0.0818,Good,Good,0,0.5842,0.0378
LN100783,CUST20783,46,Male,North,Salaried,Home,61300.0,48,9.39,219000.0,2025-01-21,2021-12-30,750,1,4,7.58,0,1690.63,1536.83,EMP1082,1,0,Current,37,0.0842,0.2799,Very Good,Good,0,0.9242,0.032865
LN100784,CUST20784,46,Female,South,Salaried,Auto,50000.0,120,13.23,259000.0,2025-10-26,2008-05-13,703,0,8,46.89,1,2950.59,753.35,EMP1058,0,1,Current,209,0.0349,0.1931,Good,Good,0,0.5311,0.046305
LN100785,CUST20785,51,Male,South,Salaried,Business,100800.0,48,11.61,277300.0,2024-05-04,2014-04-26,725,1,2,46.33,3,541.62,2635.19,EMP1061,0,0,Current,120,0.114,0.3635,Good,Good,0,0.5367,0.040635
LN100786,CUST20786,49,Female,West,Salaried,Auto,50000.0,12,13.93,326700.0,2021-11-12,2017-05-19,728,0,2,2.79,1,652.32,4487.71,EMP1095,0,0,Current,54,0.1648,0.153,Good,Good,0,0.9721,0.048755
LN100787,CUST20787,45,Male,East,Salaried,Personal,50000.0,84,6.5,332000.0,2023-12-07,2008-12-08,724,0,1,13.63,2,8100.82,742.47,EMP1009,0,0,Fully Paid,180,0.0268,0.1506,Good,Good,0,0.8637,0.02275
LN100788,CUST20788,39,Male,North,Salaried,Personal,54400.0,60,13.15,685700.0,2024-03-31,2017-11-10,703,1,4,54.68,0,1949.91,1241.95,EMP1037,0,0,Fully Paid,77,0.0217,0.0793,Good,Good,0,0.45320000000000005,0.046024999999999996
LN100789,CUST20789,21,Female,East,Self-Employed,Education,54600.0,84,9.84,500000.0,2025-05-16,2011-07-03,689,1,5,28.25,0,944.17,901.92,EMP1044,0,0,Current,166,0.0216,0.1092,Good,Good,0,0.7175,0.03444
LN100790,CUST20790,44,Female,South,Business Owner,Education,50000.0,180,11.62,274000.0,2023-05-29,2007-05-24,653,0,2,21.4,0,1835.2,587.91,EMP1082,0,0,Fully Paid,192,0.0257,0.1825,Fair,Good,0,0.786,0.04067
LN100791,CUST20791,42,Male,Central,Salaried,Business,277800.0,36,11.22,371100.0,2024-03-17,2012-05-26,714,0,6,33.31,4,7828.89,9123.79,EMP1104,0,0,Default,142,0.295,0.7486,Good,Bad,1,0.6669,0.03927
LN100792,CUST20792,42,Male,East,Self-Employed,Auto,50000.0,48,15.81,150000.0,2022-09-03,2006-10-02,700,1,5,27.54,0,1891.35,1412.15,EMP1010,0,0,Fully Paid,191,0.113,0.3333,Good,Good,0,0.7246,0.055335
LN100793,CUST20793,25,Female,West,Salaried,Education,50000.0,60,6.5,1343600.0,2023-12-01,2005-03-01,621,0,5,62.2,1,5866.35,978.31,EMP1107,0,0,Current,225,0.0087,0.0372,Fair,Good,0,0.378,0.02275
LN100794,CUST20794,28,Male,North,Salaried,Education,50000.0,36,16.67,446800.0,2022-02-13,2010-09-02,757,0,7,7.36,0,6624.59,1774.44,EMP1021,0,0,Current,137,0.0477,0.1119,Very Good,Good,0,0.9264,0.058345
LN100795,CUST20795,51,Male,West,Self-Employed,Auto,50000.0,120,13.76,763700.0,2022-08-16,2018-09-25,744,0,2,41.56,1,1899.61,769.13,EMP1110,0,0,Current,47,0.0121,0.0655,Very Good,Good,0,0.5844,0.048159999999999994
